Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured Chloroflexia bacterium
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,NA
Bacteria,WPS-2,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,WPS-2,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,WPS-2,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,WPS-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,WPS-2,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,WPS-2,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,WPS-2,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium
Bacteria,WPS-2,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium
Bacteria,WPS-2,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium
Bacteria,WPS-2,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium
Bacteria,WPS-2,NA,NA,NA,NA,NA
Bacteria,WPS-2,NA,NA,NA,NA,NA
Bacteria,WPS-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,WPS-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,uncultured,uncultured bacterium
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. Ant 1
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,uncultured bacterium
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. R-36479
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Gemmatimonadetes bacterium WY71
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Gemmatimonadetes bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonadetes bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,metagenome
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,metagenome
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,metagenome
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured soil bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonas sp.
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,uncultured bacterium
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,uncultured bacterium
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,Juncus effusus
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,uncultured bacterium
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,uncultured bacterium
Bacteria,BRC1,uncultured Telmatobacter sp.,uncultured Telmatobacter sp.,uncultured Telmatobacter sp.,uncultured Telmatobacter sp.,uncultured Telmatobacter sp.
Bacteria,BRC1,NA,NA,NA,NA,NA
Bacteria,BRC1,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,BRC1,metagenome,metagenome,metagenome,metagenome,metagenome
Bacteria,BRC1,uncultured Flaviramulus sp.,uncultured Flaviramulus sp.,uncultured Flaviramulus sp.,uncultured Flaviramulus sp.,uncultured Flaviramulus sp.
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,uncultured bacterium
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,NA
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,NA
Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sp. R-36727
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,uncultured bacterium ARCTIC47_D_06
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Aquiflexum sp.
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,FFCH9454,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,FFCH9454,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured Sphingobacteriales bacterium,uncultured Sphingobacteriales bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured Sphingobacteriales bacterium,uncultured Sphingobacteriales bacterium
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,Subsaxibacter arcticus
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium,Subsaximicrobium wynnwilliamsii
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Planktosalinus,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. S4
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. HWG-A1
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,bacterium CS910
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium jumunjinense
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,NA
Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured Sphingobacteriales bacterium,uncultured Sphingobacteriales bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,metagenome
Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NA,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured Sphingobacteriaceae bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured Sphingobacteriaceae bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Antarctic bacterium GA028
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Flavobacterium sp. PIC-C7
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter rivuli
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. p2(2011)
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured Bacteroidetes bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured Bacteroidetes bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured Bacteroidetes bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured Bacteroidetes bacterium
Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Sphingobacteriia bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured soil bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Devosia sp.
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Devosia sp.
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Saprospiraceae bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,metagenome
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Haliscomenobacter sp.
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Saprospiraceae bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium BS2
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Saprospiraceae bacterium
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,Rubidimonas crustatorum
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella cohaerens DSM 23179
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
